"interaction","name","selected","shared interaction","shared name","source","target"
"interacts with","Bacteroidetes (interacts with) Campylobacter","false","interacts with","Bacteroidetes (interacts with) Campylobacter","Bacteroidetes","Campylobacter"
"interacts with","Bacteroidetes (interacts with) Centipeda","false","interacts with","Bacteroidetes (interacts with) Centipeda","Bacteroidetes","Centipeda"
"interacts with","Bacteroidetes (interacts with) Clostridiales","false","interacts with","Bacteroidetes (interacts with) Clostridiales","Bacteroidetes","Clostridiales"
"interacts with","Bacteroidetes (interacts with) Clostridiales","false","interacts with","Bacteroidetes (interacts with) Clostridiales","Bacteroidetes","Clostridiales"
"interacts with","Bacteroidetes (interacts with) Clostridiales","false","interacts with","Bacteroidetes (interacts with) Clostridiales","Bacteroidetes","Clostridiales"
"interacts with","Bacteroidetes (interacts with) Clostridiales","false","interacts with","Bacteroidetes (interacts with) Clostridiales","Bacteroidetes","Clostridiales"
"interacts with","Bacteroidetes (interacts with) Clostridium","false","interacts with","Bacteroidetes (interacts with) Clostridium","Bacteroidetes","Clostridium"
"interacts with","Bacteroidetes (interacts with) Clostridium","false","interacts with","Bacteroidetes (interacts with) Clostridium","Bacteroidetes","Clostridium"
"interacts with","Bacteroidetes (interacts with) Clostridium","false","interacts with","Bacteroidetes (interacts with) Clostridium","Bacteroidetes","Clostridium"
"interacts with","Bacteroidetes (interacts with) Clostridium","false","interacts with","Bacteroidetes (interacts with) Clostridium","Bacteroidetes","Clostridium"
"interacts with","Bacteroidetes (interacts with) Comamonas","false","interacts with","Bacteroidetes (interacts with) Comamonas","Bacteroidetes","Comamonas"
"interacts with","Bacteroidetes (interacts with) Delftia","false","interacts with","Bacteroidetes (interacts with) Delftia","Bacteroidetes","Delftia"
"interacts with","Bacteroidetes (interacts with) Delftia","false","interacts with","Bacteroidetes (interacts with) Delftia","Bacteroidetes","Delftia"
"interacts with","Bacteroidetes (interacts with) Eubacterium","false","interacts with","Bacteroidetes (interacts with) Eubacterium","Bacteroidetes","Eubacterium"
"interacts with","Bacteroidetes (interacts with) Eubacterium","false","interacts with","Bacteroidetes (interacts with) Eubacterium","Bacteroidetes","Eubacterium"
"interacts with","Bacteroidetes (interacts with) Filifactor","false","interacts with","Bacteroidetes (interacts with) Filifactor","Bacteroidetes","Filifactor"
"interacts with","Bacteroidetes (interacts with) Filifactor","false","interacts with","Bacteroidetes (interacts with) Filifactor","Bacteroidetes","Filifactor"
"interacts with","Bacteroidetes (interacts with) Fusobacterium","false","interacts with","Bacteroidetes (interacts with) Fusobacterium","Bacteroidetes","Fusobacterium"
"interacts with","Bacteroidetes (interacts with) Fusobacterium","false","interacts with","Bacteroidetes (interacts with) Fusobacterium","Bacteroidetes","Fusobacterium"
"interacts with","Bacteroidetes (interacts with) Fusobacterium","false","interacts with","Bacteroidetes (interacts with) Fusobacterium","Bacteroidetes","Fusobacterium"
"interacts with","Bacteroidetes (interacts with) Gemella","false","interacts with","Bacteroidetes (interacts with) Gemella","Bacteroidetes","Gemella"
"interacts with","Bacteroidetes (interacts with) Gemella","false","interacts with","Bacteroidetes (interacts with) Gemella","Bacteroidetes","Gemella"
"interacts with","Bacteroidetes (interacts with) Gemella","false","interacts with","Bacteroidetes (interacts with) Gemella","Bacteroidetes","Gemella"
"interacts with","Bacteroidetes (interacts with) Gemella","false","interacts with","Bacteroidetes (interacts with) Gemella","Bacteroidetes","Gemella"
"interacts with","Bacteroidetes (interacts with) Granulicatella","false","interacts with","Bacteroidetes (interacts with) Granulicatella","Bacteroidetes","Granulicatella"
"interacts with","Bacteroidetes (interacts with) Granulicatella","false","interacts with","Bacteroidetes (interacts with) Granulicatella","Bacteroidetes","Granulicatella"
"interacts with","Bacteroidetes (interacts with) Granulicatella","false","interacts with","Bacteroidetes (interacts with) Granulicatella","Bacteroidetes","Granulicatella"
"interacts with","Bacteroidetes (interacts with) Granulicatella","false","interacts with","Bacteroidetes (interacts with) Granulicatella","Bacteroidetes","Granulicatella"
"interacts with","Bacteroidetes (interacts with) Haemophilus","false","interacts with","Bacteroidetes (interacts with) Haemophilus","Bacteroidetes","Haemophilus"
"interacts with","Bacteroidetes (interacts with) Haemophilus","false","interacts with","Bacteroidetes (interacts with) Haemophilus","Bacteroidetes","Haemophilus"
"interacts with","Bacteroidetes (interacts with) Haemophilus","false","interacts with","Bacteroidetes (interacts with) Haemophilus","Bacteroidetes","Haemophilus"
"interacts with","Bacteroidetes (interacts with) Haemophilus","false","interacts with","Bacteroidetes (interacts with) Haemophilus","Bacteroidetes","Haemophilus"
"interacts with","Bacteroidetes (interacts with) Lactobacillus","false","interacts with","Bacteroidetes (interacts with) Lactobacillus","Bacteroidetes","Lactobacillus"
"interacts with","Bacteroidetes (interacts with) Lactobacillus","false","interacts with","Bacteroidetes (interacts with) Lactobacillus","Bacteroidetes","Lactobacillus"
"interacts with","Bacteroidetes (interacts with) Leptotrichia","false","interacts with","Bacteroidetes (interacts with) Leptotrichia","Bacteroidetes","Leptotrichia"
"interacts with","Bacteroidetes (interacts with) Leptotrichia","false","interacts with","Bacteroidetes (interacts with) Leptotrichia","Bacteroidetes","Leptotrichia"
"interacts with","Bacteroidetes (interacts with) Megasphaera","false","interacts with","Bacteroidetes (interacts with) Megasphaera","Bacteroidetes","Megasphaera"
"interacts with","Bacteroidetes (interacts with) Megasphaera","false","interacts with","Bacteroidetes (interacts with) Megasphaera","Bacteroidetes","Megasphaera"
"interacts with","Bacteroidetes (interacts with) Megasphaera","false","interacts with","Bacteroidetes (interacts with) Megasphaera","Bacteroidetes","Megasphaera"
"interacts with","Bacteroidetes (interacts with) Megasphaera","false","interacts with","Bacteroidetes (interacts with) Megasphaera","Bacteroidetes","Megasphaera"
"interacts with","Bacteroidetes (interacts with) Mogibacterium","false","interacts with","Bacteroidetes (interacts with) Mogibacterium","Bacteroidetes","Mogibacterium"
"interacts with","Bacteroidetes (interacts with) Neisseria","false","interacts with","Bacteroidetes (interacts with) Neisseria","Bacteroidetes","Neisseria"
"interacts with","Bacteroidetes (interacts with) Neisseria","false","interacts with","Bacteroidetes (interacts with) Neisseria","Bacteroidetes","Neisseria"
"interacts with","Bacteroidetes (interacts with) Neisseria","false","interacts with","Bacteroidetes (interacts with) Neisseria","Bacteroidetes","Neisseria"
"interacts with","Bacteroidetes (interacts with) Neisseria","false","interacts with","Bacteroidetes (interacts with) Neisseria","Bacteroidetes","Neisseria"
"interacts with","Bacteroidetes (interacts with) Paenibacillus","false","interacts with","Bacteroidetes (interacts with) Paenibacillus","Bacteroidetes","Paenibacillus"
"interacts with","Bacteroidetes (interacts with) Paenibacillus","false","interacts with","Bacteroidetes (interacts with) Paenibacillus","Bacteroidetes","Paenibacillus"
"interacts with","Bacteroidetes (interacts with) Peptostreptococcus","false","interacts with","Bacteroidetes (interacts with) Peptostreptococcus","Bacteroidetes","Peptostreptococcus"
"interacts with","Bacteroidetes (interacts with) Porphyromonas","false","interacts with","Bacteroidetes (interacts with) Porphyromonas","Bacteroidetes","Porphyromonas"
"interacts with","Bacteroidetes (interacts with) Porphyromonas","false","interacts with","Bacteroidetes (interacts with) Porphyromonas","Bacteroidetes","Porphyromonas"
"interacts with","Bacteroidetes (interacts with) Prevotella","false","interacts with","Bacteroidetes (interacts with) Prevotella","Bacteroidetes","Prevotella"
"interacts with","Bacteroidetes (interacts with) Prevotella","false","interacts with","Bacteroidetes (interacts with) Prevotella","Bacteroidetes","Prevotella"
"interacts with","Bacteroidetes (interacts with) Prevotella","false","interacts with","Bacteroidetes (interacts with) Prevotella","Bacteroidetes","Prevotella"
"interacts with","Bacteroidetes (interacts with) Prevotella","false","interacts with","Bacteroidetes (interacts with) Prevotella","Bacteroidetes","Prevotella"
"interacts with","Bacteroidetes (interacts with) Rothia","false","interacts with","Bacteroidetes (interacts with) Rothia","Bacteroidetes","Rothia"
"interacts with","Bacteroidetes (interacts with) Rothia","false","interacts with","Bacteroidetes (interacts with) Rothia","Bacteroidetes","Rothia"
"interacts with","Bacteroidetes (interacts with) Rothia","false","interacts with","Bacteroidetes (interacts with) Rothia","Bacteroidetes","Rothia"
"interacts with","Bacteroidetes (interacts with) Rothia","false","interacts with","Bacteroidetes (interacts with) Rothia","Bacteroidetes","Rothia"
"interacts with","Bacteroidetes (interacts with) Selenomonas","false","interacts with","Bacteroidetes (interacts with) Selenomonas","Bacteroidetes","Selenomonas"
"interacts with","Bacteroidetes (interacts with) Selenomonas","false","interacts with","Bacteroidetes (interacts with) Selenomonas","Bacteroidetes","Selenomonas"
"interacts with","Bacteroidetes (interacts with) Shewanella","false","interacts with","Bacteroidetes (interacts with) Shewanella","Bacteroidetes","Shewanella"
"interacts with","Bacteroidetes (interacts with) Streptococcus","false","interacts with","Bacteroidetes (interacts with) Streptococcus","Bacteroidetes","Streptococcus"
"interacts with","Bacteroidetes (interacts with) Streptococcus","false","interacts with","Bacteroidetes (interacts with) Streptococcus","Bacteroidetes","Streptococcus"
"interacts with","Bacteroidetes (interacts with) Streptococcus","false","interacts with","Bacteroidetes (interacts with) Streptococcus","Bacteroidetes","Streptococcus"
"interacts with","Bacteroidetes (interacts with) Streptococcus","false","interacts with","Bacteroidetes (interacts with) Streptococcus","Bacteroidetes","Streptococcus"
"interacts with","Bacteroidetes (interacts with) Tennerella","false","interacts with","Bacteroidetes (interacts with) Tennerella","Bacteroidetes","Tennerella"
"interacts with","Bacteroidetes (interacts with) TM7","false","interacts with","Bacteroidetes (interacts with) TM7","Bacteroidetes","TM7"
"interacts with","Bacteroidetes (interacts with) TM7","false","interacts with","Bacteroidetes (interacts with) TM7","Bacteroidetes","TM7"
"interacts with","Bacteroidetes (interacts with) TM7","false","interacts with","Bacteroidetes (interacts with) TM7","Bacteroidetes","TM7"
"interacts with","Bacteroidetes (interacts with) TM7","false","interacts with","Bacteroidetes (interacts with) TM7","Bacteroidetes","TM7"
"interacts with","Bacteroidetes (interacts with) Veillonella","false","interacts with","Bacteroidetes (interacts with) Veillonella","Bacteroidetes","Veillonella"
"interacts with","Bacteroidetes (interacts with) Veillonella","false","interacts with","Bacteroidetes (interacts with) Veillonella","Bacteroidetes","Veillonella"
"interacts with","Bacteroidetes (interacts with) Veillonella","false","interacts with","Bacteroidetes (interacts with) Veillonella","Bacteroidetes","Veillonella"
"interacts with","Bacteroidetes (interacts with) Veillonella","false","interacts with","Bacteroidetes (interacts with) Veillonella","Bacteroidetes","Veillonella"
"interacts with","Bulleidia (interacts with) Bulleidia","false","interacts with","Bulleidia (interacts with) Bulleidia","Bulleidia","Bulleidia"
"interacts with","Bulleidia (interacts with) Bulleidia","false","interacts with","Bulleidia (interacts with) Bulleidia","Bulleidia","Bulleidia"
"interacts with","Bulleidia (interacts with) Campylobacter","false","interacts with","Bulleidia (interacts with) Campylobacter","Bulleidia","Campylobacter"
"interacts with","Bulleidia (interacts with) Centipeda","false","interacts with","Bulleidia (interacts with) Centipeda","Bulleidia","Centipeda"
"interacts with","Bulleidia (interacts with) Centipeda","false","interacts with","Bulleidia (interacts with) Centipeda","Bulleidia","Centipeda"
"interacts with","Bulleidia (interacts with) Centipeda","false","interacts with","Bulleidia (interacts with) Centipeda","Bulleidia","Centipeda"
"interacts with","Bulleidia (interacts with) Centipeda","false","interacts with","Bulleidia (interacts with) Centipeda","Bulleidia","Centipeda"
"interacts with","Bulleidia (interacts with) Clostridiales","false","interacts with","Bulleidia (interacts with) Clostridiales","Bulleidia","Clostridiales"
"interacts with","Bulleidia (interacts with) Clostridiales","false","interacts with","Bulleidia (interacts with) Clostridiales","Bulleidia","Clostridiales"
"interacts with","Bulleidia (interacts with) Clostridiales","false","interacts with","Bulleidia (interacts with) Clostridiales","Bulleidia","Clostridiales"
"interacts with","Bulleidia (interacts with) Clostridiales","false","interacts with","Bulleidia (interacts with) Clostridiales","Bulleidia","Clostridiales"
"interacts with","Bulleidia (interacts with) Clostridium","false","interacts with","Bulleidia (interacts with) Clostridium","Bulleidia","Clostridium"
"interacts with","Bulleidia (interacts with) Clostridium","false","interacts with","Bulleidia (interacts with) Clostridium","Bulleidia","Clostridium"
"interacts with","Bulleidia (interacts with) Comamonas","false","interacts with","Bulleidia (interacts with) Comamonas","Bulleidia","Comamonas"
"interacts with","Bulleidia (interacts with) Comamonas","false","interacts with","Bulleidia (interacts with) Comamonas","Bulleidia","Comamonas"
"interacts with","Bulleidia (interacts with) Delftia","false","interacts with","Bulleidia (interacts with) Delftia","Bulleidia","Delftia"
"interacts with","Bulleidia (interacts with) Delftia","false","interacts with","Bulleidia (interacts with) Delftia","Bulleidia","Delftia"
"interacts with","Bulleidia (interacts with) Eubacterium","false","interacts with","Bulleidia (interacts with) Eubacterium","Bulleidia","Eubacterium"
"interacts with","Bulleidia (interacts with) Filifactor","false","interacts with","Bulleidia (interacts with) Filifactor","Bulleidia","Filifactor"
"interacts with","Bulleidia (interacts with) Filifactor","false","interacts with","Bulleidia (interacts with) Filifactor","Bulleidia","Filifactor"
"interacts with","Bulleidia (interacts with) Filifactor","false","interacts with","Bulleidia (interacts with) Filifactor","Bulleidia","Filifactor"
"interacts with","Bulleidia (interacts with) Fusobacterium","false","interacts with","Bulleidia (interacts with) Fusobacterium","Bulleidia","Fusobacterium"
"interacts with","Bulleidia (interacts with) Fusobacterium","false","interacts with","Bulleidia (interacts with) Fusobacterium","Bulleidia","Fusobacterium"
"interacts with","Bulleidia (interacts with) Fusobacterium","false","interacts with","Bulleidia (interacts with) Fusobacterium","Bulleidia","Fusobacterium"
"interacts with","Bulleidia (interacts with) Fusobacterium","false","interacts with","Bulleidia (interacts with) Fusobacterium","Bulleidia","Fusobacterium"
"interacts with","Bulleidia (interacts with) Gemella","false","interacts with","Bulleidia (interacts with) Gemella","Bulleidia","Gemella"
"interacts with","Bulleidia (interacts with) Gemella","false","interacts with","Bulleidia (interacts with) Gemella","Bulleidia","Gemella"
"interacts with","Bulleidia (interacts with) Gemella","false","interacts with","Bulleidia (interacts with) Gemella","Bulleidia","Gemella"
"interacts with","Bulleidia (interacts with) Gemella","false","interacts with","Bulleidia (interacts with) Gemella","Bulleidia","Gemella"
"interacts with","Bulleidia (interacts with) Granulicatella","false","interacts with","Bulleidia (interacts with) Granulicatella","Bulleidia","Granulicatella"
"interacts with","Bulleidia (interacts with) Granulicatella","false","interacts with","Bulleidia (interacts with) Granulicatella","Bulleidia","Granulicatella"
"interacts with","Bulleidia (interacts with) Granulicatella","false","interacts with","Bulleidia (interacts with) Granulicatella","Bulleidia","Granulicatella"
"interacts with","Bulleidia (interacts with) Granulicatella","false","interacts with","Bulleidia (interacts with) Granulicatella","Bulleidia","Granulicatella"
"interacts with","Bulleidia (interacts with) Haemophilus","false","interacts with","Bulleidia (interacts with) Haemophilus","Bulleidia","Haemophilus"
"interacts with","Bulleidia (interacts with) Haemophilus","false","interacts with","Bulleidia (interacts with) Haemophilus","Bulleidia","Haemophilus"
"interacts with","Bulleidia (interacts with) Lactobacillus","false","interacts with","Bulleidia (interacts with) Lactobacillus","Bulleidia","Lactobacillus"
"interacts with","Bulleidia (interacts with) Lactobacillus","false","interacts with","Bulleidia (interacts with) Lactobacillus","Bulleidia","Lactobacillus"
"interacts with","Bulleidia (interacts with) Leptotrichia","false","interacts with","Bulleidia (interacts with) Leptotrichia","Bulleidia","Leptotrichia"
"interacts with","Bulleidia (interacts with) Leptotrichia","false","interacts with","Bulleidia (interacts with) Leptotrichia","Bulleidia","Leptotrichia"
"interacts with","Bulleidia (interacts with) Leptotrichia","false","interacts with","Bulleidia (interacts with) Leptotrichia","Bulleidia","Leptotrichia"
"interacts with","Bulleidia (interacts with) Leptotrichia","false","interacts with","Bulleidia (interacts with) Leptotrichia","Bulleidia","Leptotrichia"
"interacts with","Bulleidia (interacts with) Megasphaera","false","interacts with","Bulleidia (interacts with) Megasphaera","Bulleidia","Megasphaera"
"interacts with","Bulleidia (interacts with) Megasphaera","false","interacts with","Bulleidia (interacts with) Megasphaera","Bulleidia","Megasphaera"
"interacts with","Bulleidia (interacts with) Mogibacterium","false","interacts with","Bulleidia (interacts with) Mogibacterium","Bulleidia","Mogibacterium"
"interacts with","Bulleidia (interacts with) Mogibacterium","false","interacts with","Bulleidia (interacts with) Mogibacterium","Bulleidia","Mogibacterium"
"interacts with","Bulleidia (interacts with) Mogibacterium","false","interacts with","Bulleidia (interacts with) Mogibacterium","Bulleidia","Mogibacterium"
"interacts with","Bulleidia (interacts with) Neisseria","false","interacts with","Bulleidia (interacts with) Neisseria","Bulleidia","Neisseria"
"interacts with","Bulleidia (interacts with) Neisseria","false","interacts with","Bulleidia (interacts with) Neisseria","Bulleidia","Neisseria"
"interacts with","Bulleidia (interacts with) Paenibacillus","false","interacts with","Bulleidia (interacts with) Paenibacillus","Bulleidia","Paenibacillus"
"interacts with","Bulleidia (interacts with) Paenibacillus","false","interacts with","Bulleidia (interacts with) Paenibacillus","Bulleidia","Paenibacillus"
"interacts with","Bulleidia (interacts with) Paenibacillus","false","interacts with","Bulleidia (interacts with) Paenibacillus","Bulleidia","Paenibacillus"
"interacts with","Bulleidia (interacts with) Peptostreptococcus","false","interacts with","Bulleidia (interacts with) Peptostreptococcus","Bulleidia","Peptostreptococcus"
"interacts with","Bulleidia (interacts with) Peptostreptococcus","false","interacts with","Bulleidia (interacts with) Peptostreptococcus","Bulleidia","Peptostreptococcus"
"interacts with","Bulleidia (interacts with) Porphyromonas","false","interacts with","Bulleidia (interacts with) Porphyromonas","Bulleidia","Porphyromonas"
"interacts with","Bulleidia (interacts with) Porphyromonas","false","interacts with","Bulleidia (interacts with) Porphyromonas","Bulleidia","Porphyromonas"
"interacts with","Bulleidia (interacts with) Porphyromonas","false","interacts with","Bulleidia (interacts with) Porphyromonas","Bulleidia","Porphyromonas"
"interacts with","Bulleidia (interacts with) Porphyromonas","false","interacts with","Bulleidia (interacts with) Porphyromonas","Bulleidia","Porphyromonas"
"interacts with","Bulleidia (interacts with) Prevotella","false","interacts with","Bulleidia (interacts with) Prevotella","Bulleidia","Prevotella"
"interacts with","Bulleidia (interacts with) Prevotella","false","interacts with","Bulleidia (interacts with) Prevotella","Bulleidia","Prevotella"
"interacts with","Bulleidia (interacts with) Prevotella","false","interacts with","Bulleidia (interacts with) Prevotella","Bulleidia","Prevotella"
"interacts with","Bulleidia (interacts with) Prevotella","false","interacts with","Bulleidia (interacts with) Prevotella","Bulleidia","Prevotella"
"interacts with","Bulleidia (interacts with) Rothia","false","interacts with","Bulleidia (interacts with) Rothia","Bulleidia","Rothia"
"interacts with","Bulleidia (interacts with) Rothia","false","interacts with","Bulleidia (interacts with) Rothia","Bulleidia","Rothia"
"interacts with","Bulleidia (interacts with) Selenomonas","false","interacts with","Bulleidia (interacts with) Selenomonas","Bulleidia","Selenomonas"
"interacts with","Bulleidia (interacts with) Shewanella","false","interacts with","Bulleidia (interacts with) Shewanella","Bulleidia","Shewanella"
"interacts with","Bulleidia (interacts with) Shewanella","false","interacts with","Bulleidia (interacts with) Shewanella","Bulleidia","Shewanella"
"interacts with","Bulleidia (interacts with) Shewanella","false","interacts with","Bulleidia (interacts with) Shewanella","Bulleidia","Shewanella"
"interacts with","Bulleidia (interacts with) Shewanella","false","interacts with","Bulleidia (interacts with) Shewanella","Bulleidia","Shewanella"
"interacts with","Bulleidia (interacts with) Streptococcus","false","interacts with","Bulleidia (interacts with) Streptococcus","Bulleidia","Streptococcus"
"interacts with","Bulleidia (interacts with) Streptococcus","false","interacts with","Bulleidia (interacts with) Streptococcus","Bulleidia","Streptococcus"
"interacts with","Bulleidia (interacts with) Tennerella","false","interacts with","Bulleidia (interacts with) Tennerella","Bulleidia","Tennerella"
"interacts with","Bulleidia (interacts with) Tennerella","false","interacts with","Bulleidia (interacts with) Tennerella","Bulleidia","Tennerella"
"interacts with","Bulleidia (interacts with) Tennerella","false","interacts with","Bulleidia (interacts with) Tennerella","Bulleidia","Tennerella"
"interacts with","Bulleidia (interacts with) Tennerella","false","interacts with","Bulleidia (interacts with) Tennerella","Bulleidia","Tennerella"
"interacts with","Bulleidia (interacts with) TM7","false","interacts with","Bulleidia (interacts with) TM7","Bulleidia","TM7"
"interacts with","Bulleidia (interacts with) TM7","false","interacts with","Bulleidia (interacts with) TM7","Bulleidia","TM7"
"interacts with","Bulleidia (interacts with) TM7","false","interacts with","Bulleidia (interacts with) TM7","Bulleidia","TM7"
"interacts with","Bulleidia (interacts with) TM7","false","interacts with","Bulleidia (interacts with) TM7","Bulleidia","TM7"
"interacts with","Bulleidia (interacts with) Veillonella","false","interacts with","Bulleidia (interacts with) Veillonella","Bulleidia","Veillonella"
"interacts with","Bulleidia (interacts with) Veillonella","false","interacts with","Bulleidia (interacts with) Veillonella","Bulleidia","Veillonella"
"interacts with","Bulleidia (interacts with) Yersinia","false","interacts with","Bulleidia (interacts with) Yersinia","Bulleidia","Yersinia"
"interacts with","Bulleidia (interacts with) Yersinia","false","interacts with","Bulleidia (interacts with) Yersinia","Bulleidia","Yersinia"
"interacts with","Bulleidia (interacts with) Yersinia","false","interacts with","Bulleidia (interacts with) Yersinia","Bulleidia","Yersinia"
"interacts with","Campylobacter (interacts with) Campylobacter","false","interacts with","Campylobacter (interacts with) Campylobacter","Campylobacter","Campylobacter"
"interacts with","Campylobacter (interacts with) Centipeda","false","interacts with","Campylobacter (interacts with) Centipeda","Campylobacter","Centipeda"
"interacts with","Campylobacter (interacts with) Centipeda","false","interacts with","Campylobacter (interacts with) Centipeda","Campylobacter","Centipeda"
"interacts with","Campylobacter (interacts with) Clostridiales","false","interacts with","Campylobacter (interacts with) Clostridiales","Campylobacter","Clostridiales"
"interacts with","Campylobacter (interacts with) Clostridiales","false","interacts with","Campylobacter (interacts with) Clostridiales","Campylobacter","Clostridiales"
"interacts with","Campylobacter (interacts with) Clostridium","false","interacts with","Campylobacter (interacts with) Clostridium","Campylobacter","Clostridium"
"interacts with","Campylobacter (interacts with) Comamonas","false","interacts with","Campylobacter (interacts with) Comamonas","Campylobacter","Comamonas"
"interacts with","Campylobacter (interacts with) Comamonas","false","interacts with","Campylobacter (interacts with) Comamonas","Campylobacter","Comamonas"
"interacts with","Campylobacter (interacts with) Comamonas","false","interacts with","Campylobacter (interacts with) Comamonas","Campylobacter","Comamonas"
"interacts with","Campylobacter (interacts with) Comamonas","false","interacts with","Campylobacter (interacts with) Comamonas","Campylobacter","Comamonas"
"interacts with","Campylobacter (interacts with) Delftia","false","interacts with","Campylobacter (interacts with) Delftia","Campylobacter","Delftia"
"interacts with","Campylobacter (interacts with) Delftia","false","interacts with","Campylobacter (interacts with) Delftia","Campylobacter","Delftia"
"interacts with","Campylobacter (interacts with) Delftia","false","interacts with","Campylobacter (interacts with) Delftia","Campylobacter","Delftia"
"interacts with","Campylobacter (interacts with) Eubacterium","false","interacts with","Campylobacter (interacts with) Eubacterium","Campylobacter","Eubacterium"
"interacts with","Campylobacter (interacts with) Eubacterium","false","interacts with","Campylobacter (interacts with) Eubacterium","Campylobacter","Eubacterium"
"interacts with","Campylobacter (interacts with) Eubacterium","false","interacts with","Campylobacter (interacts with) Eubacterium","Campylobacter","Eubacterium"
"interacts with","Campylobacter (interacts with) Filifactor","false","interacts with","Campylobacter (interacts with) Filifactor","Campylobacter","Filifactor"
"interacts with","Campylobacter (interacts with) Filifactor","false","interacts with","Campylobacter (interacts with) Filifactor","Campylobacter","Filifactor"
"interacts with","Campylobacter (interacts with) Filifactor","false","interacts with","Campylobacter (interacts with) Filifactor","Campylobacter","Filifactor"
"interacts with","Campylobacter (interacts with) Fusobacterium","false","interacts with","Campylobacter (interacts with) Fusobacterium","Campylobacter","Fusobacterium"
"interacts with","Campylobacter (interacts with) Fusobacterium","false","interacts with","Campylobacter (interacts with) Fusobacterium","Campylobacter","Fusobacterium"
"interacts with","Campylobacter (interacts with) Gemella","false","interacts with","Campylobacter (interacts with) Gemella","Campylobacter","Gemella"
"interacts with","Campylobacter (interacts with) Gemella","false","interacts with","Campylobacter (interacts with) Gemella","Campylobacter","Gemella"
"interacts with","Campylobacter (interacts with) Granulicatella","false","interacts with","Campylobacter (interacts with) Granulicatella","Campylobacter","Granulicatella"
"interacts with","Campylobacter (interacts with) Granulicatella","false","interacts with","Campylobacter (interacts with) Granulicatella","Campylobacter","Granulicatella"
"interacts with","Campylobacter (interacts with) Haemophilus","false","interacts with","Campylobacter (interacts with) Haemophilus","Campylobacter","Haemophilus"
"interacts with","Campylobacter (interacts with) Haemophilus","false","interacts with","Campylobacter (interacts with) Haemophilus","Campylobacter","Haemophilus"
"interacts with","Campylobacter (interacts with) Lactobacillus","false","interacts with","Campylobacter (interacts with) Lactobacillus","Campylobacter","Lactobacillus"
"interacts with","Campylobacter (interacts with) Lactobacillus","false","interacts with","Campylobacter (interacts with) Lactobacillus","Campylobacter","Lactobacillus"
"interacts with","Campylobacter (interacts with) Lactobacillus","false","interacts with","Campylobacter (interacts with) Lactobacillus","Campylobacter","Lactobacillus"
"interacts with","Campylobacter (interacts with) Leptotrichia","false","interacts with","Campylobacter (interacts with) Leptotrichia","Campylobacter","Leptotrichia"
"interacts with","Campylobacter (interacts with) Leptotrichia","false","interacts with","Campylobacter (interacts with) Leptotrichia","Campylobacter","Leptotrichia"
"interacts with","Campylobacter (interacts with) Leptotrichia","false","interacts with","Campylobacter (interacts with) Leptotrichia","Campylobacter","Leptotrichia"
"interacts with","Campylobacter (interacts with) Megasphaera","false","interacts with","Campylobacter (interacts with) Megasphaera","Campylobacter","Megasphaera"
"interacts with","Campylobacter (interacts with) Megasphaera","false","interacts with","Campylobacter (interacts with) Megasphaera","Campylobacter","Megasphaera"
"interacts with","Campylobacter (interacts with) Mogibacterium","false","interacts with","Campylobacter (interacts with) Mogibacterium","Campylobacter","Mogibacterium"
"interacts with","Campylobacter (interacts with) Mogibacterium","false","interacts with","Campylobacter (interacts with) Mogibacterium","Campylobacter","Mogibacterium"
"interacts with","Campylobacter (interacts with) Neisseria","false","interacts with","Campylobacter (interacts with) Neisseria","Campylobacter","Neisseria"
"interacts with","Campylobacter (interacts with) Neisseria","false","interacts with","Campylobacter (interacts with) Neisseria","Campylobacter","Neisseria"
"interacts with","Campylobacter (interacts with) Neisseria","false","interacts with","Campylobacter (interacts with) Neisseria","Campylobacter","Neisseria"
"interacts with","Campylobacter (interacts with) Paenibacillus","false","interacts with","Campylobacter (interacts with) Paenibacillus","Campylobacter","Paenibacillus"
"interacts with","Campylobacter (interacts with) Paenibacillus","false","interacts with","Campylobacter (interacts with) Paenibacillus","Campylobacter","Paenibacillus"
"interacts with","Campylobacter (interacts with) Peptostreptococcus","false","interacts with","Campylobacter (interacts with) Peptostreptococcus","Campylobacter","Peptostreptococcus"
"interacts with","Campylobacter (interacts with) Peptostreptococcus","false","interacts with","Campylobacter (interacts with) Peptostreptococcus","Campylobacter","Peptostreptococcus"
"interacts with","Campylobacter (interacts with) Porphyromonas","false","interacts with","Campylobacter (interacts with) Porphyromonas","Campylobacter","Porphyromonas"
"interacts with","Campylobacter (interacts with) Porphyromonas","false","interacts with","Campylobacter (interacts with) Porphyromonas","Campylobacter","Porphyromonas"
"interacts with","Campylobacter (interacts with) Prevotella","false","interacts with","Campylobacter (interacts with) Prevotella","Campylobacter","Prevotella"
"interacts with","Campylobacter (interacts with) Prevotella","false","interacts with","Campylobacter (interacts with) Prevotella","Campylobacter","Prevotella"
"interacts with","Campylobacter (interacts with) Rothia","false","interacts with","Campylobacter (interacts with) Rothia","Campylobacter","Rothia"
"interacts with","Campylobacter (interacts with) Selenomonas","false","interacts with","Campylobacter (interacts with) Selenomonas","Campylobacter","Selenomonas"
"interacts with","Campylobacter (interacts with) Selenomonas","false","interacts with","Campylobacter (interacts with) Selenomonas","Campylobacter","Selenomonas"
