"interaction","name","selected","shared interaction","shared name","source","target"
"interacts with","Campylobacter (interacts with) Selenomonas","false","interacts with","Campylobacter (interacts with) Selenomonas","Campylobacter","Selenomonas"
"interacts with","Campylobacter (interacts with) Shewanella","false","interacts with","Campylobacter (interacts with) Shewanella","Campylobacter","Shewanella"
"interacts with","Campylobacter (interacts with) Shewanella","false","interacts with","Campylobacter (interacts with) Shewanella","Campylobacter","Shewanella"
"interacts with","Campylobacter (interacts with) Streptococcus","false","interacts with","Campylobacter (interacts with) Streptococcus","Campylobacter","Streptococcus"
"interacts with","Campylobacter (interacts with) Streptococcus","false","interacts with","Campylobacter (interacts with) Streptococcus","Campylobacter","Streptococcus"
"interacts with","Campylobacter (interacts with) Streptococcus","false","interacts with","Campylobacter (interacts with) Streptococcus","Campylobacter","Streptococcus"
"interacts with","Campylobacter (interacts with) Tennerella","false","interacts with","Campylobacter (interacts with) Tennerella","Campylobacter","Tennerella"
"interacts with","Campylobacter (interacts with) Tennerella","false","interacts with","Campylobacter (interacts with) Tennerella","Campylobacter","Tennerella"
"interacts with","Campylobacter (interacts with) TM7","false","interacts with","Campylobacter (interacts with) TM7","Campylobacter","TM7"
"interacts with","Campylobacter (interacts with) TM7","false","interacts with","Campylobacter (interacts with) TM7","Campylobacter","TM7"
"interacts with","Campylobacter (interacts with) Veillonella","false","interacts with","Campylobacter (interacts with) Veillonella","Campylobacter","Veillonella"
"interacts with","Campylobacter (interacts with) Veillonella","false","interacts with","Campylobacter (interacts with) Veillonella","Campylobacter","Veillonella"
"interacts with","Campylobacter (interacts with) Veillonella","false","interacts with","Campylobacter (interacts with) Veillonella","Campylobacter","Veillonella"
"interacts with","Campylobacter (interacts with) Yersinia","false","interacts with","Campylobacter (interacts with) Yersinia","Campylobacter","Yersinia"
"interacts with","Campylobacter (interacts with) Yersinia","false","interacts with","Campylobacter (interacts with) Yersinia","Campylobacter","Yersinia"
"interacts with","Centipeda (interacts with) Centipeda","false","interacts with","Centipeda (interacts with) Centipeda","Centipeda","Centipeda"
"interacts with","Centipeda (interacts with) Clostridiales","false","interacts with","Centipeda (interacts with) Clostridiales","Centipeda","Clostridiales"
"interacts with","Centipeda (interacts with) Clostridium","false","interacts with","Centipeda (interacts with) Clostridium","Centipeda","Clostridium"
"interacts with","Centipeda (interacts with) Clostridium","false","interacts with","Centipeda (interacts with) Clostridium","Centipeda","Clostridium"
"interacts with","Centipeda (interacts with) Clostridium","false","interacts with","Centipeda (interacts with) Clostridium","Centipeda","Clostridium"
"interacts with","Centipeda (interacts with) Clostridium","false","interacts with","Centipeda (interacts with) Clostridium","Centipeda","Clostridium"
"interacts with","Centipeda (interacts with) Comamonas","false","interacts with","Centipeda (interacts with) Comamonas","Centipeda","Comamonas"
"interacts with","Centipeda (interacts with) Comamonas","false","interacts with","Centipeda (interacts with) Comamonas","Centipeda","Comamonas"
"interacts with","Centipeda (interacts with) Comamonas","false","interacts with","Centipeda (interacts with) Comamonas","Centipeda","Comamonas"
"interacts with","Centipeda (interacts with) Delftia","false","interacts with","Centipeda (interacts with) Delftia","Centipeda","Delftia"
"interacts with","Centipeda (interacts with) Delftia","false","interacts with","Centipeda (interacts with) Delftia","Centipeda","Delftia"
"interacts with","Centipeda (interacts with) Delftia","false","interacts with","Centipeda (interacts with) Delftia","Centipeda","Delftia"
"interacts with","Centipeda (interacts with) Eubacterium","false","interacts with","Centipeda (interacts with) Eubacterium","Centipeda","Eubacterium"
"interacts with","Centipeda (interacts with) Eubacterium","false","interacts with","Centipeda (interacts with) Eubacterium","Centipeda","Eubacterium"
"interacts with","Centipeda (interacts with) Filifactor","false","interacts with","Centipeda (interacts with) Filifactor","Centipeda","Filifactor"
"interacts with","Centipeda (interacts with) Fusobacterium","false","interacts with","Centipeda (interacts with) Fusobacterium","Centipeda","Fusobacterium"
"interacts with","Centipeda (interacts with) Fusobacterium","false","interacts with","Centipeda (interacts with) Fusobacterium","Centipeda","Fusobacterium"
"interacts with","Centipeda (interacts with) Fusobacterium","false","interacts with","Centipeda (interacts with) Fusobacterium","Centipeda","Fusobacterium"
"interacts with","Centipeda (interacts with) Gemella","false","interacts with","Centipeda (interacts with) Gemella","Centipeda","Gemella"
"interacts with","Centipeda (interacts with) Gemella","false","interacts with","Centipeda (interacts with) Gemella","Centipeda","Gemella"
"interacts with","Centipeda (interacts with) Gemella","false","interacts with","Centipeda (interacts with) Gemella","Centipeda","Gemella"
"interacts with","Centipeda (interacts with) Gemella","false","interacts with","Centipeda (interacts with) Gemella","Centipeda","Gemella"
"interacts with","Centipeda (interacts with) Granulicatella","false","interacts with","Centipeda (interacts with) Granulicatella","Centipeda","Granulicatella"
"interacts with","Centipeda (interacts with) Granulicatella","false","interacts with","Centipeda (interacts with) Granulicatella","Centipeda","Granulicatella"
"interacts with","Centipeda (interacts with) Granulicatella","false","interacts with","Centipeda (interacts with) Granulicatella","Centipeda","Granulicatella"
"interacts with","Centipeda (interacts with) Granulicatella","false","interacts with","Centipeda (interacts with) Granulicatella","Centipeda","Granulicatella"
"interacts with","Centipeda (interacts with) Haemophilus","false","interacts with","Centipeda (interacts with) Haemophilus","Centipeda","Haemophilus"
"interacts with","Centipeda (interacts with) Haemophilus","false","interacts with","Centipeda (interacts with) Haemophilus","Centipeda","Haemophilus"
"interacts with","Centipeda (interacts with) Haemophilus","false","interacts with","Centipeda (interacts with) Haemophilus","Centipeda","Haemophilus"
"interacts with","Centipeda (interacts with) Haemophilus","false","interacts with","Centipeda (interacts with) Haemophilus","Centipeda","Haemophilus"
"interacts with","Centipeda (interacts with) Lactobacillus","false","interacts with","Centipeda (interacts with) Lactobacillus","Centipeda","Lactobacillus"
"interacts with","Centipeda (interacts with) Lactobacillus","false","interacts with","Centipeda (interacts with) Lactobacillus","Centipeda","Lactobacillus"
"interacts with","Centipeda (interacts with) Lactobacillus","false","interacts with","Centipeda (interacts with) Lactobacillus","Centipeda","Lactobacillus"
"interacts with","Centipeda (interacts with) Leptotrichia","false","interacts with","Centipeda (interacts with) Leptotrichia","Centipeda","Leptotrichia"
"interacts with","Centipeda (interacts with) Leptotrichia","false","interacts with","Centipeda (interacts with) Leptotrichia","Centipeda","Leptotrichia"
"interacts with","Centipeda (interacts with) Megasphaera","false","interacts with","Centipeda (interacts with) Megasphaera","Centipeda","Megasphaera"
"interacts with","Centipeda (interacts with) Megasphaera","false","interacts with","Centipeda (interacts with) Megasphaera","Centipeda","Megasphaera"
"interacts with","Centipeda (interacts with) Megasphaera","false","interacts with","Centipeda (interacts with) Megasphaera","Centipeda","Megasphaera"
"interacts with","Centipeda (interacts with) Megasphaera","false","interacts with","Centipeda (interacts with) Megasphaera","Centipeda","Megasphaera"
"interacts with","Centipeda (interacts with) Mogibacterium","false","interacts with","Centipeda (interacts with) Mogibacterium","Centipeda","Mogibacterium"
"interacts with","Centipeda (interacts with) Neisseria","false","interacts with","Centipeda (interacts with) Neisseria","Centipeda","Neisseria"
"interacts with","Centipeda (interacts with) Neisseria","false","interacts with","Centipeda (interacts with) Neisseria","Centipeda","Neisseria"
"interacts with","Centipeda (interacts with) Paenibacillus","false","interacts with","Centipeda (interacts with) Paenibacillus","Centipeda","Paenibacillus"
"interacts with","Centipeda (interacts with) Paenibacillus","false","interacts with","Centipeda (interacts with) Paenibacillus","Centipeda","Paenibacillus"
"interacts with","Centipeda (interacts with) Peptostreptococcus","false","interacts with","Centipeda (interacts with) Peptostreptococcus","Centipeda","Peptostreptococcus"
"interacts with","Centipeda (interacts with) Porphyromonas","false","interacts with","Centipeda (interacts with) Porphyromonas","Centipeda","Porphyromonas"
"interacts with","Centipeda (interacts with) Porphyromonas","false","interacts with","Centipeda (interacts with) Porphyromonas","Centipeda","Porphyromonas"
"interacts with","Centipeda (interacts with) Prevotella","false","interacts with","Centipeda (interacts with) Prevotella","Centipeda","Prevotella"
"interacts with","Centipeda (interacts with) Prevotella","false","interacts with","Centipeda (interacts with) Prevotella","Centipeda","Prevotella"
"interacts with","Centipeda (interacts with) Prevotella","false","interacts with","Centipeda (interacts with) Prevotella","Centipeda","Prevotella"
"interacts with","Centipeda (interacts with) Prevotella","false","interacts with","Centipeda (interacts with) Prevotella","Centipeda","Prevotella"
"interacts with","Centipeda (interacts with) Rothia","false","interacts with","Centipeda (interacts with) Rothia","Centipeda","Rothia"
"interacts with","Centipeda (interacts with) Rothia","false","interacts with","Centipeda (interacts with) Rothia","Centipeda","Rothia"
"interacts with","Centipeda (interacts with) Rothia","false","interacts with","Centipeda (interacts with) Rothia","Centipeda","Rothia"
"interacts with","Centipeda (interacts with) Rothia","false","interacts with","Centipeda (interacts with) Rothia","Centipeda","Rothia"
"interacts with","Centipeda (interacts with) Selenomonas","false","interacts with","Centipeda (interacts with) Selenomonas","Centipeda","Selenomonas"
"interacts with","Centipeda (interacts with) Selenomonas","false","interacts with","Centipeda (interacts with) Selenomonas","Centipeda","Selenomonas"
"interacts with","Centipeda (interacts with) Shewanella","false","interacts with","Centipeda (interacts with) Shewanella","Centipeda","Shewanella"
"interacts with","Centipeda (interacts with) Streptococcus","false","interacts with","Centipeda (interacts with) Streptococcus","Centipeda","Streptococcus"
"interacts with","Centipeda (interacts with) Streptococcus","false","interacts with","Centipeda (interacts with) Streptococcus","Centipeda","Streptococcus"
"interacts with","Centipeda (interacts with) Streptococcus","false","interacts with","Centipeda (interacts with) Streptococcus","Centipeda","Streptococcus"
"interacts with","Centipeda (interacts with) Streptococcus","false","interacts with","Centipeda (interacts with) Streptococcus","Centipeda","Streptococcus"
"interacts with","Centipeda (interacts with) Tennerella","false","interacts with","Centipeda (interacts with) Tennerella","Centipeda","Tennerella"
"interacts with","Centipeda (interacts with) TM7","false","interacts with","Centipeda (interacts with) TM7","Centipeda","TM7"
"interacts with","Centipeda (interacts with) TM7","false","interacts with","Centipeda (interacts with) TM7","Centipeda","TM7"
"interacts with","Centipeda (interacts with) TM7","false","interacts with","Centipeda (interacts with) TM7","Centipeda","TM7"
"interacts with","Centipeda (interacts with) TM7","false","interacts with","Centipeda (interacts with) TM7","Centipeda","TM7"
